Codigo;produto;QTD.;Vlr Unit.
18619; DENTALFIX 68G HERTZ ;7;37
14733; DENTALFIX CR FIXADOR C/ 20G;5;16
35970; DENTALFIX SABOR MENTA 68GR;3;37
25415; DEO COL AGUAS TEENS GIRLS;2;19,5
24055; DEO COL ALFAZEMA 250ML;3;12
34525; DEO COL EU.ESSENCE 100ML MVP;1;48,5
36158; DEO COL PHYTO AGUAS ENCANTO 25;1;16
36159; DEO COL PHYTO SPLASH LUNA DOLC;2;28
36160; DEO COL PHYTO SPLASH MISS ROSE;1;28
35085; DEO COL. APINIL 100ML GABY;1;26
11379; DEO COLONIA VIVA + AVENTURA;1;25
11381; DEO COLONIA VIVA + PEGADA;1;25
35510; DEO DOVE CR AOB LAVENDER CAM;3;21,5
35511; DEO DOVE CR AOB RASPBERRY 75;2;21,5
17517; DEO NIVEIA FOR MAN ROLL 50% 2U;4;9,5
27878; DEO REXON AER AP COT DRY 250ML;1;22
32295; DEO REXONA AER AP ANTI INVIS 2;3;20
17492; DEO REXONA AER AP COTTON 90G U;6;16
18398; DEO REXONA AER ERVA DOCE 90G 1;6;16
34121; DEO REXONA MEN AER AP INVIS L+;2;20
5191; DEOCIL SL C/10 CMP;3;44,79
2876; DEPAKENE 500MG C/50 CPS;2;116,53
319; DEPAKENE XAROPE 100ML;6;30,26
1904; DEPAKOTE 250MG C/30 COMP;2;87,08
3978; DEPAKOTE 500MG C/30 COMP;3;170,12
12910; DEPAKOTE ER 250MG C/ 30 COMP ;1;84,9
7541; DEPAKOTE ER 500MG C/30 COMP;4;170,08
32593; DEPI ROLL ROLL-ON 140G ARGAN;3;6
29976; DEPIL FLAX FOLHAS PRONTAS CORP;2;22
34942; DEPILBELLA ESFOLI CORP 100G;1;14
34946; DEPILBELLA OLEO REMOV 300ML;1;25
320; DEPO-MEDROL INJ 2ML;2;31,95
6905; DEPO-PROVERA 150MG C/ AMP 1ML;3;52,13
12013; DEPO-PROVERA 150MG/ML ;1;67,54
2238; DEPOSTERON INJ C/3 AMP 2ML;3;158,95
29489; DERCOS SH ANTICASP 125ML;1;94,78
27440; DERMACERIUM 1 % + 0,4 % CR 30G;1;76,3
27792; DERMACERIUM 1 % + 0,4 % CR50G;1;106,19
30456; DERMACHEM ST DEMAQUILANTE MAKE;2;10
33057; DERMAFEME CALM SAB 100ML;2;25
1626; DERMAFEME KIT SAB INTIMOS;6;22
33396; DERMAMON  50 G;3;55
35179; DERMO SKIN TONICO FAC ANTIACNE;1;16
9823; DERMOBENE 20G ;1;12
334; DERMODEX POMADA 60GR;1;112,31
13608; DERMODEX PREVENT 30G ;2;20,98
6503; DERMOMAX CREME 5G 4%;2;33,27
19627; DERMON GB 20G ;2;58
21911; DERMOSALIC POMADA 30 GR;1;22,34
8521; DERMOTIVIN SAB ORIGINAL 90G;1;38
31917; DERMOVANCE AI 200ML LOCAO HIDR;1;81
18587; DERMOVANCE S HIDR PROFUNDA 500;1;138
3439; DERMOVANCE S PELE SECA C/200ML;1;80
15513; DERSANI HIDROGEL ALGINATO 85G;1;108
16866; DERSANI HIDROGEL BISNAGA 30G;3;64
26693; DERSANI HIDROGEL+ALGINATO 30G;2;70,14
22609; DES AER REXONA CLINICAL S/PERF;1;21
35847; DES AVANCO SPR 85ML ACTION *;11;6,5
31371; DES AVANCO SPR ORG 85ML;11;6,5
30981; DES CORP GIOVANNA BABY 260ML B;3;30
34518; DES CREME EKOPURE 55G AQUASPO;2;4
32795; DES CREMOSO HERBISSIMO LAVANDA;3;5,5
31575; DES GIOVANNA BABY AZUL;2;14
31572; DES GIOVANNA BABY ROLL-ON CAND;3;6
31574; DES GIOVANNA BABY ROSA;1;14
34167; DES GIOVANNA BABY YES ROL 050M;2;9,5
26855; DES GIOVANNA NEUTRAL 0% ALUM A;2;18
30898; DES HERBISSIMO 45GR NEUTRO;3;10,5
30899; DES HERBISSIMO 45GR SENSITIVE;3;10,5
34357; DES HERBISSIMO CLI TWIST 55G;1;15,5
36133; DES HERBISSIMO CR 045G TRAD RE;71;3
34082; DES HERBISSIMO CR ROSA MOS 55G;7;11
36718; DES HERBISSIMO CR TWIST 045G T;3;10,5
28967; DES HERBISSIMO FRESH 55G;5;5,5
36719; DES HERBISSIMO ROL 50ML CARE H;1;8
36720; DES HERBISSIMO ROL 50ML CARE L;1;8
36721; DES HERBISSIMO ROL 50ML CARE S;3;8
36722; DES HERBISSIMO ROL 50ML CARE V;3;8
23708; DES MONANGE AERO DETOX 90G;2;11
27207; DES MONANGE PROT SECA AEROSOL;3;11
21433; DES MONANGE S PERFUME 150ML;9;11
33036; DES NIVEA 54G CLINICAL DER PRO;5;20,5
36636; DES NIVEA CLINICAL CR STICK 05;6;20,5
16554; DES NIVEA PEARL ROLL ON 50 ML;1;9,5
36637; DES NIVEA ROL 050ML FEM BLACK;5;9,5
36638; DES NIVEA ROL 050ML FEM DERMA;4;9,5
36639; DES NIVEA ROL 050ML FEM DERMA;2;9,5
36640; DES NIVEA ROL 050ML FEM DRY CO;4;9,5
29374; DES NIVEA ROLL DRY IMPACT;5;9,5
29373; DES NIVEA ROLL INVIS POWER;5;9,5
20736; DES RASTRO SPR 90ML;6;6,5
22610; DES REXONA AER CLIN SPORT 91G;5;21
22832; DES REXONA AER FRUTAS VERM;4;16
21884; DES REXONA AER MEN CLINICAL CL;5;21
35935; DES REXONA CLINICAL AER 150ML;6;21
35936; DES REXONA CLINICAL CR STICK 5;5;28
35937; DES REXONA CLINICAL CR STICK 5;5;28
31333; DES REXONA CLINICAL INT FRESH;3;19
32267; DES REXONA MEN ROLL CLIN CL 58;6;28
11692; DES REXONA MEN V8;10;16
15360; DES.GIOVANNA B.AER.FANTA.150M;5;14
34358; DES.HERBISSIMO CREME TWIST LAV;3;10,5
3936; DESALEX 5MG C/10 CPS;1;86,59
33787; DESC BLONDOR CAMOMILA 20GR;18;8,5
33741; DESC MAXILLURING 300G;1;33,99
30692; DESCON XPE FR 120 ML;2;24,59
34409; DESINF NOVO REINO JASMIM 2L;4;1
14220; DESITIN CREAMY 57G ASSADURAS;1;53
25619; DESLORATADINA 0,5 MG/ML XPE 60;1;28
36651; DESLORATADINA 0,5MG/ML XPE B;1;14,98
34887; DESLORATADINA 1,25 MG/ML X 20M;2;21
27982; DESLORATADINA 100ML;1;20
22362; DESLORATADINA 5 MG C 10 COMP;9;15,26
31104; DESLORATADINA 60ML;1;14,23
21521; DESLORATADINA XPE 60ML;1;18
25892; DESLORATADINA XPE 60ML;1;14
32582; DESO DOVE CREME PREVINE ESCURE;7;16,5
32583; DESO DOVE CREME PREVINE IRRITA;9;16,5
32584; DESO DOVE CREME REPARACAO DIAR;7;16,5
35648; DESOD BARRA REXONA STICK AP;6;25
35649; DESOD BARRA REXONA STICK AP;4;25
1810; DESOD CREMOSO HERBISSIMO 55GR;5;5,5
7464; DESOD CREMOSO HERBISSIMO TRADI;4;5,5
9364; DESOD GIOVANNA BABY ROLL ON;4;6
14361; DESOD GIOVANNA CANDY 150 ML;3;14
10322; DESOD GIOVANNA ROLL ON AZUL 50;2;6
31372; DESOD MONANGE ESPORTE 150ML;1;11
35199; DESOD NANE 100ML *;1;7,5
6087; DESOD NIVEA ROL-LON FOR MEN DR;3;9,5
36472; DESOD PAIXAO 200ML BODY SPLASH;1;30
36473; DESOD PAIXAO 200ML BODY SPLASH;2;30
31503; DESOD PHYTOD  250ML AGUAS CARI;1;16
24477; DESOD PHYTODERM 100ML ROMANTIC;2;32
11601; DESOD REXONA AER.MEN ACTIVE;3;16
35650; DESOD REXONA STICK AP TROPIC;4;25
35651; DESOD REXONA STICK AP V8 45G;6;25
27828; DESOD.CREME HERBISSIMO FRESH;6;5,5
35518; DESODALINA 60 CAPS - POWER SUP;2;97
33973; DESODORANTE CREME BISNAGA HERB;5;11
34171; DESODORANTE CREME HERBISSIMO K;5;5,5
25927; DESODORANTE SENSITIVE CREME 55;6;5,5
33254; DESODORANTE SUAVE AERO MEN 200;1;10
15945; DESOGESTREL 0,075 MG C/28 ;1;23,82
25063; DESOGESTREL C/28;3;30
28698; DESOGESTREL C/28;1;12
19863; DESONIDA 0,5MG CR 30G;1;26,12
19877; DESVE 50 MG C/ 30 COMP C1;1;94,67
27292; DESVENLAFAXINA  100MG 30CP;4;59,23
18371; DESVENLAFAXINA 100MG;2;63,23
29612; DESVENLAFAXINA 100MG C/30;1;61,23
31141; DET PO TIXAN YPE PRIMAVERA SAC;1;1
26461; DEWS 5MG SOL OFT C/10ML;1;56,34
12432; DEXA-CITONEURIN NFF INJ 1DOSE;12;18,28
4023; DEXADOR 5000MCG C/20 CPS;1;81,64
340; DEXADOR INJ 1AP;6;17,8
343; DEXALGEN NF INJ C/3 DOSES ;5;56,21
28072; DEXAMET+TIAMINA+PIRIDOX+ C/3 D;5;35,23
15790; DEXAMETASONA 0,1MG/ML 120ML EL;1;17,1
19650; DEXAMETASONA 1MG/G 10G ;3;6
21733; DEXAMETASONA 4MG 10CP GENERI;5;10
4967; DEXAMETASONA CREME 10G GERMED;2;7
7921; DEXAMETASONA ELIXIR EMS;7;15,23
15941; DEXCL+BETAM XPE 120ML GEN TEUT;2;26,21
36562; DEXCLOFE+BET C/20 COMP;5;12
19411; DEXCLORF + BETAMETASONA XPE FR;10;15
21171; DEXCLORFENIRAMINA+BETA XPE 120;2;18
19739; DEXFER 100MG C/30ML;2;61,83
22186; DEXFER 400 MG C/ 30 CP REV;1;72,42
36190; DEXFER 400MG 60CPR;1;125,4
19152; DEXILANT 30MG 30CAP;1;138,06
19381; DEXILANT 30MG 60CAP;1;276,14
34281; DHALGA 60ML;2;101,5
27112; DHIVAS 1000MG C/30;2;163,83
5134; DIACQUA 25MG C/30 COMP;2;31,46
2347; DIACQUA 50MC C/30 COMP;1;49,56
9984; DIAMICRON MR 60MG 60COMP;1;222,35
623; DIAMICRON MR C/30 COMP;1;56,1
9232; DIAMICRON MR C/60 COMP;1;111,62
29372; DIAMOX 250MG C/30;1;29,26
10173; DIANE 35 CAIXA C/3 ENV;1;93,43
1282; DIASEC 2MG C/ 12 COMP;1;6
10056; DIAZEPAM 10MG 30CP GERMED;1;11,85
23261; DIAZEPAM 10MG 30CP PHARLAB;7;8
17540; DIAZEPAM 5MG 30CPR * B1;4;8,25
31587; DICL TRIMETAZID 35MG C/30CP ME;6;54,23
32271; DICL TRIMETAZID 35MG C/60CP ME;3;81,56
7554; DICLIN C/21 COMP;1;26,03
12439; DICLOAIR SPRAY(DICLOFENACO)60G;1;31,23
16911; DICLOF DIETILAMONIO 11,6 MGG G;4;11,5
17622; DICLOF.RESINATO 15MG GTS 20M;2;13,04
6442; DICLOFENACO 50MG C/20 COMP;74;6
2161; DICLOFENACO GEL C/ 60G GERMED;6;12
13906; DICLOFENACO GEL TEUTO 60G;1;12
1723; DICLOFENACO SODICO 50MG C/ 20 ;22;4
35960; DICLOFENACO SODICO 50MG C/20 C;8;5
36600; DICLOR TRIMETAZIDINA 35MG C/60;6;69,86
12792; DICLORI DE BATAISTINA 16MG 30C;8;16
24196; DIENOGESTE 20MG 30PR;3;30,12
34948; DIET WEEK SABOR BAUNILHA 360GR;2;38
34950; DIET WEEK SABOR CHOCOLATE 360G;1;38
352; DIGEPLUS C/30 CPS;2;57,86
21172; DIGESIGMA 10MG 20 CP (BROMOPRI;3;12
26895; DIGESTIL 10MG 20CP;1;12
27681; DIGOXINA 0,25MG 30 COMP PHARLA;1;13,87
30027; DIMAG MAGNESIO DIMALATO 60CAPS;2;40
31050; DIMALATO DE MAGNESIO + MDK 400;2;45
36784; DIMEFTAL 40MG 20 CPR (SIMETICO;4;8,99
34748; DIMENIDRINATO+PIR GTS 20ML;2;13
22848; DIMETIGAS  SIMETICONA GTS 15ML;1;5
18836; DIMETILPOLISILOXANE SOL OFT 10;2;105,01
26330; DIOSMIN 900+100MG 30CP;1;162,52
12387; DIOSMIN C/ 60 COMP;1;156,62
3701; DIOSMIN C/30 COMP;1;74,3
24532; DIOSMIN CREME 200G;2;103,75
9220; DIOSMIN SDU 900/100MG S/LAR 30;1;209,68
8496; DIOVAN 160MG C/28COMP;1;162,31
11849; DIOVAN 320 MG C/ 28 COMP;1;162,31
9864; DIOVAN HCT 160/12,5MG;3;168,74
9913; DIOVAN HCT 160/25MG C/28 COMP;3;176,34
13405; DIOVAN HCT 320+12,5 C/ 28 COMP;3;168,74
9225; DIPIMED 500MG/ML C/20ML;8;4
30911; DIPIRONA 1G 10CP MEDLEY;183;10
17908; DIPIRONA 1G C/ 10 COMP PRATI;70;10
30071; DIPIRONA 1G COMP 1BL X 10;5;11
34580; DIPIRONA 500 MG C/10;9;4
27401; DIPIRONA 500MG 10COP UNIAOQUIM;809;4
23787; DIPIRONA 500MG 10CP AVULSO;1294;4
34247; DIPIRONA 500MG 10CP LEGRANG;204;4
34959; DIPIRONA 500MG 30CP GEN MEDLEY;156;10
36782; DIPIRONA 500MG/ML ABACAX 20ML;5;6
23379; DIPIRONA ENV C/10 MEDLEY ;161;4
6038; DIPIRONA GOTAS 20ML NOVQUI;46;4
35236; DIPIRONA MONO 500MG C 10 MEDL;9;4
2021; DIPIRONA SODICA ENV/10 COMP GE;444;4
1328; DIPIRONA SODICA SOL ORAL 100ML;32;14
6540; DIPIRONA SOL ORAL 100ML GENER;4;16
9159; DIPIRONA+CAFEINA C/4 COMP NEOQ;90;3
356; DIPROGENTA CREME 30GR;3;53,63
357; DIPROGENTA POMADA 30GR;1;55,71
16423; DIPROP+BETA+AC.SALICILICO SOL ;2;20
358; DIPROSALIC POMADA 30GR;1;47,26
359; DIPROSALIC SOLUCAO 30ML;1;58,76
360; DIPROSONE CREME 30GR;1;59,8
1280; DIPROSONE LOCAO 30ML;1;58,9
25871; DISSOL 150ML PHYTO VIVER;18;45
25021; DIUPRESS 25MG 30CPR;1;47,43
23951; DIVALPROATO SOD 250MG 30C C1 A;1;40,12
22583; DIVENA 40 MG COM REV LIB RETAR;2;77,93
26962; DIVENA 40 MG COM REV LIB RETAR;4;129,24
15048; DOBEVEN 500MG C/ 30 COMP;1;110,47
12389; DOBEVEN 500MG C/ 60CAPS ;1;198,89
35392; DOBLE 15MG C 30 COMP;1;77,33
35907; DODIBE 1000MCG MOR 30CPR;1;51,3
25980; DOLAMIN 250MG 12CPR;1;48,26
18670; DOLAMIN FLEX C/12 COMP;4;57,04
17968; DOMPERIDONA 10MG 4BLTX15;2;14
19286; DOMPERIDONA 10MG C/ 30 COMP LE;1;8
415; DOMPERIDONA 10MG C/30 COMP GEN;8;12,52
17719; DOMPERIDONA 10MG C/60CPR;1;18,62
17770; DOMPERIDONA 1MG/ML SUSP 100ML;5;23,45
2560; DOMPERIX 10MG C/30 COMP;1;33,43
19094; DON 10MG 30COMP C1;1;103,86
19736; DON 5MG 30CPR C1 E;1;103,86
3536; DONAREN 100MG C/30 COMP;1;144,26
3070; DONAREN 50MG C/60 COMP;2;66,44
17602; DONAREN RET 150MG C/30 COMP C1;1;216,41
25864; DONEPEZILA (C1) 5MG GEN 30 CPR;3;45,6
25918; DONEPEZILA 10 MG GEOLAB;3;45,23
13314; DONILA 10MG C/ 30 COMP;1;66,15
30838; DONILA 10MG CX 60 COMP;2;117,27
11886; DONILA 5MG C/30 COMP;2;66,15
17983; DONILA DUO 10+10MG 7CP;1;48,94
18141; DONILA DUO 10/20MG C/30;3;248,04
36785; DORALGINA (DIP+CAF+ISO) 20DRG;1;19
22936; DORALGINA 10CP;41;10
5305; DORALGINA ENV C/4 COMP;81;3
34568; DORE 500MG 14CPR;1;51,57
29370; DORENE 25MG 60ML C1;1;91,43
34437; DORENE TABS 150MG C/ 60CPR;1;204,02
32151; DORENE TABS 75MG C/60CP;2;85,97
1416; DORFLEX ENVELOPE COM 10 COMP;784;8,71
22843; DORFLEX UNO 1G/10CP;2;19,89
28445; DORICIN ENV C/10 COMP;4;5
1437; DORIL COMP ENV C/6;10;14
14342; DORIL ENXAQUECA ENV C/4 COMP;7;11,77
23193; DORILAX DT CX12 CPR;2;10,61
11048; DORILEN C/ 12 COMP;5;19,97
14514; DORILEN GOTAS 15ML;5;31,23
8284; DORMEC(AAS INFA)100MG 10CPR;930;1
10185; DORONA CAFI ENV C/ 4 COMP;136;3
23854; DORTO 150MG 1COMP ;5;84,16
20851; DORZAL MT SOL OFTALMICA 5ML ;1;127,47
23269; DORZAL SOL OFT 5ML;2;89,51
13771; DORZOLAMIDA 2% 5ML NQ;4;79,2
22853; DOSS - 7000UI X 30CAPS;1;117,87
23615; DOUTORMAX ARNICA/SEBO CARNEIRO;4;13,5
13944; DOVE BABY COND HIDR ERIQ 200ML;2;20
33249; DOVE BABY HIDR SAB GLIC 400ML;1;32
13942; DOVE BABY SAB 75G BARRA ENRIQ;6;7
13937; DOVE BABY SAB LIQ ENRIQ 200ML ;1;40
13939; DOVE BABY SH HID ENRIQ 200ML;2;17
27991; DOVE CON RITUAL LISO E NUT 400;1;25,5
20568; DOVE COND OLEO MICELAR 400ML;1;25,5
8339; DOXAZOSINA 2MG 30CPR GEN EUROF;1;17
14508; DOXAZOSINA 2MG C/30COMP TEUTO;12;16,21
21936; DOXAZOSINA 4MG C/30 COMP;1;30,56
29218; DOXAZOSINA(GEN) 4MG 30 CPS;1;24
33955; DOXICICLINA 100MG 20CP REV;1;21,99
18750; DOXICICLINA 100MG C/15 CPRS;4;20
23875; DOZEMAST 1000 MCG 0 COMPR;3;108,27
27629; DOZEMAST 1000 MCG C/90 CPR SUB;1;264,01
33766; DOZEMAST NP 30CP;1;99,59
35348; DOZEMAST NP C 60 COMP;1;172
25603; DOZOITO 25 MG C/30 CPR;113;38,4
23568; DPREV 10.000UI 8 CPR MYRA;1;55,78
34454; DPREV 10.000UI COM REV CT 2B;1;144,28
27341; DPREV 14.000 UI C/04 COMP.;1;47,16
34456; DPREV 5000 UI 4ML GTAS;2;183,16
25437; DPREV 50000 UI C/4 COMP REV ;2;77,7
35059; DPREV CALCIO 1.000UI 30CPR;2;76,61
30992; DPREV CALCIO 2000UI 30CPR SN;1;91,46
33383; DPREV TODO DIA 400UI GTS 10ML;1;50
28131; DPREV TODO DIA 600UI SOL GOTAS;1;79,15
3131; DRAMIN B6 C/30 COMP;29;26,47
372; DRAMIN B6 GOTAS 30ML;3;25,23
26963; DRAMIN CAPSGEL 25MG C 10 CAPS;1;23,69
27454; DRAMIN CPS GEL 50 MG;3;24,63
374; DRENISON CREME 30GR;1;50,89
1822; DRENISON N CREME 30GR;1;46,16
23095; DROPROPIZINA 3MG 120ML;4;17,19
30182; DROSPI+ETINIL 3+0,2MG 72CPR;2;65,24
13227; DROSPIRE+ETINILST 3/0,03MG 21C;5;25
28600; DROSPIRENONA+ETIN 3+0,03MG 63C;2;55
14271; DROXY 25MG C/ 30 COMP;2;42,77
33037; DS NIVEA BARRA MEN DERMA 54G;3;20,5
6958; DTN-FOL C/90 CAPS;1;195,49
34087; DUAL 30MG 60CPS;1;120,51
15847; DUAL 30MG RET. C/30 C1;1;68,56
34015; DUALGI 200MG+500MG 12CPR;4;37,51
2203; DULCOLAX COMP C/20;4;20,98
28979; DULCOLAX GOTAS 7,5MG/ML SOL OR;1;37,84
19844; DULOXETINA 30MG 30 CAPS GN C1 ;5;58,49
17912; DULOXETINA 30MG C/30CAPS ;1;61,69
31902; DULOXETINA 30MG CAP DURA BLX30;1;62
16603; DULOXETINA 60MG 30 CA;4;102,36
20502; DULOXETINA 60MG C/ 30 COMP BIO;3;112,69
26984; DUNIA 2,0+0,035MCG C/21CP;1;30,54
1504; DUOFLAN INJ 1ML;11;36,25
35655; DUOM ARTICULAR 60CPS (DUOM);2;56,87
21950; DUOMO 4MG 30CP;2;72,48
34992; DUOMO HP 2,0+5,0MG CX 90 COMP;5;298,56
22522; DUOMO HP C/60 CAPS;1;213,08
11837; DUPHASTON 10 MG C/ 28 COMP;1;85,87
19866; DUTAM 30CAP ;3;130,27
34794; DUTY DABELLE MASC EXPLOSAO BRI;2;25
31874; DUTY DABELLE OLEO CREME ABAC N;1;26
9501; EBASTEL 10MG C/10 COMP;2;79,75
3611; EBASTEL XPE 60ML;1;85,91
18790; ECASIL 81MG C/ 30 COMP ;2;17,74
645; ECASIL 81MG C/90 COMP;1;53,22
4761; ECOFILM SOL OFT 5ML;4;23,04
10255; ECOS 3MG/ML C/ 120 ML;1;22
30528; ED SH KIDS BRILHO 200ML;1;27,6
29524; EDISTRIDE 10MG 30CPR;179;247,88
30769; EDUCADOR POSTURAL TAM P KESTAL;1;95
26666; EFEDERM CREME 30G;3;22
11518; EFEXOR XR 150MG 30 CPS;1;720,79
22187; EFFACLAR GEL CONC DESINC 300G;1;124
15693; EFFACLAR LRP GEL CONC 60G LORE;1;53
18380; EFFACLAR SAB CONCENTRADO 70GR;1;71
381; EFURIX CR 15G;1;27,37
34521; EKOPURE 55G VANILA;1;4
23792; EKSON 100MG + 25MG 30CP;142;58,6
10772; ELANI CAIXA C/3X28 COMP ;1;238,08
10773; ELANI CICLO CAIXA C/3X21 COMP;5;185,57
27417; ELASTICO AZUL BEBE C/100UNI;1;3
33849; ELASTICO P/ LIGADURA TIPO ROSA;6;2,99
33848; ELASTICO P/ LIGADURA TIPO VERM;9;2,99
16380; ELIQUIS 5MG 20CPR;1;141,77
24909; ELIXIR BEAUTY BLEND 7 OLEO 40M;1;21
25732; ELIXIR BEAUTY COLOR BARB 40ML;1;21
24054; ELIXIR BEAUTY COLOR OLEO DE RI;1;21
25170; ELIXIR BEAUTY QUERATINA 40ML;1;21
386; ELOTIN GOTAS;1;13,83
22090; ELSEVE CCP 250ML LONGO;5;18,5
22979; ELSEVE CCT 300G LONGO DOS ;2;28
19425; ELSEVE CICATR REN RT5 50ML LEA;2;24
28353; ELSEVE CO 200ML CACHOS LO;2;19
22089; ELSEVE CO 200ML LONGO DOS;3;19
31540; ELSEVE COND 200ML GLYCOLIC;4;19
31641; ELSEVE COND 400ML GLYCOLIC;3;35
31541; ELSEVE CR PENT GLYCOLIC 250ML;4;20,01
29334; ELSEVE CR TRAT PURE HIAL 300G;6;28
27883; ELSEVE CRE CAB NOT C/SONHO 200;7;29
27886; ELSEVE SH 200ML CACHOS LO;3;18,5
31538; ELSEVE SH 200ML GLYCOLIC GLOSS;3;18,5
22091; ELSEVE SH 200ML LONGO DOS;7;18,5
31539; ELSEVE SH 400ML GLYCOLIC GLOSS;3;33
4460; EMAMA 400MG C/30 CAPS;1;74
35163; EMAMA GAMA 400MG C 30 CAPS MOL;1;181,09
35568; EMPOZZE 30MG 6CPR REV (C1);1;61,22
23296; EMPROL XR 25MG 30 CPR;1;37,44
25239; EMPROL XR 50MG 30 CPR;1;77,45
34175; EMULSAO COLOR TOUCH 0120ML 13V;11;12
33997; EMULSAO REST.MONODOS.CERAMID.2;2;15
391; EMULSAO SCOT MOR 200ML;3;34
387; EMULSAO SCOT REG 200ML;2;39
27595; ENALAPRIL 10 MG + 25 MG;5;16
24849; ENALAPRIL 10MG 30CPR;2;4,8
32015; ENALAPRIL 10MG 30CPR;207;4,8
13339; ENALAPRIL 20MG C/ 30 COMP NOVA;19;14,98
24121; ENALAPRIL+HIDROCLOROTIAZIDA 20;7;24
35506; ENAVO GOTAS 8 MG ML 10ML;1;61,97
7666; ENAX 200MG C/30 COMP;1;102,21
36463; ENERGEL BLACK DP C/ 10 SACHES;1;35,01
36464; ENERGEL BLACK DP C/ 10 SACHES;1;35,01
36465; ENERGEL BLACK DP C/ 10 SACHES;2;35,01
36466; ENERGEL BLACK DP C/ 10 SACHES;1;35,01
36467; ENERGEL BLACK DP C/ 10 SACHES;2;35
7352; ENERGICLIN C/30 COMP;1;111
33718; ENERGRIP C TRIPLA 10CPR EFR;3;14,99
31497; ENERGRIP C+ZINCO C/10 COMP EFE;1;10,01
13922; ENGOV C/24 UNIDADES;1;36,03
1417; ENGOV COMP ENV C/6;17;12,25
25174; ENGOV FRASCO 250 ML CITRI;1;13
24425; ENGOV TANGERINA 250ML;1;13
8352; ENSURE SABOR BANANA 400G;1;130
5715; ENSURE SABOR BAUNILHA 400G;1;130
7799; ENSURE SABOR CHOCOLATE 400G;1;130
14055; ENTEROGERMINA C/ 10 FLACONETES;1;54
15557; ENTEROGERMINA PLUS 5FR 5ML;3;55
22176; ENTRESTO 24MG/26MG 28CP;18;209,68
23864; ENTRESTO 49/51MG 60CP;6;449,38
20806; ENTRESTO 97/103 C/ 60 COMP;1;449,38
25589; ENX COLG T12 ANTI TARTARO 250M;2;16
3858; ENXAG BUCAL PLAX FRESH MINT 25;1;16
393; ENXAG BUCAL PLAX KIDS BOB ESPO;2;16
23273; ENXAG ICEFRESH MENTA 500ML;2;13
3522; ENXAK C/12 COMP;3;20
8652; EPAREMA C/1 FLACONETES 10ML;12;5,08
3668; EPIDUO GEL 30GR;1;146,22
30254; EPISOL ANTIACNE FPS30 60ML;1;92
35675; EPISOL INTENSE FPS60 200ML;1;127,99
24203; EPISOL SEC OC FPS99 60G;1;124
5447; EPITEGEL GEL OFT 10GR;2;60,29
30894; EPITHELIZE GEL OFT 50MG 10 M;2;60,96
397; EPOCLER C/1 FLACON 10ML;19;4,38
36711; EPOCLER ENVELOPE C/10 COMP;6;5
1888; EQUIP P/SORO;130;4
36482; EQUIPO MACROGOTAS LUER SLIP;86;4
27064; EQUIPO P/NUTRI ENTERAL MACRO;44;4
4258; EQUITAN 120MG C/30 COMP;1;125,57
3371; EQUITAN 80MG C/30 CPS;1;124,37
19031; ERIVKA (OLEO GIRASSOL) 100 ML;1;10
12662; ESALERG 5MG C/ 10 COMP;1;72,24
11538; ESC 10MG C/ 30 COMP;1;95,49
15692; ESC BAMBINOS 1 SNOOP 0-2ANO;5;12,5
10401; ESC BELIZ CERAMICA REF 481;1;64
19040; ESC CAB BELLIZ 297 ION ;1;42,5
36274; ESC CAB DARMA 303 RIGIDA RETA;1;6
28937; ESC CAB RICCA MADEIRA COD1385;1;28
12154; ESC CABELOS BELLIZ 467;1;61
12047; ESC COLGATE CLASSIC CLEAN;1;6,5
12157; ESC COLGATE SLIMSOFT BLACK 2X1;3;26
25671; ESC D BELLIZ DENT KS STEPS 1 R;7;7
28909; ESC D KESS CLEAR DENTINHO ;12;9,5
26318; ESC D KESS PRO CLEAR EXT MACIA;14;11
24150; ESC D KESS PRO COLOR EXT MACIA;9;11
27744; ESC DE LINGUA KESS C/1;9;11
33725; ESC DEN KESS EXTREME SENS 2077;11;7,5
16538; ESC DENT CLIA L3P2 MACIA;2;6
36775; ESC DENT COLG SLIM SOFT GOLD C;3;22,01
35543; ESC DENT CONDOR ECO MACIA L3P2;1;29,5
9284; ESC DENT CONDOR HOTWEELS 3160;8;9
35203; ESC DENT CONDOR JR DIVERTIDAME;1;9
26146; ESC DENT CONDOR MACIA COM CAPA;2;20
8896; ESC DENT CONDOR TIGOR 3161;6;14
2104; ESC DENT CONDOR TRIP;3;3,5
36144; ESC DENT CONDOR TRIP INFANTIL;12;3,5
24143; ESC DENT INF KESS ST;1;8,5
29080; ESC DENT JR BARBIE + GEL B2;1;12,5
36809; ESC DENT KESS 2092 CLEAR EXT M;10;11
20254; ESC DENT KESS MACIA 2075;3;7,5
36145; ESC DENT KESS PRO 10K METALLIC;5;20
36146; ESC DENT KESS PRO 10K METALLIC;3;20
36810; ESC DENT KESS PRO 10K METALLIC;3;30
36811; ESC DENT KESS PRO 2110 10K EXT;3;24
36308; ESC DENT KESS PRO 2534 EXTRA M;7;15
24340; ESC DENT SENSODINE GENTLE;3;19,5
31373; ESC DENTAL CONDOR TRIP MACIA;1;5
16732; ESC J&J CONFORT CLEAN 40;2;16
17223; ESC MAMADEIRA ROSA LOLLY;1;27
35205; ESC PROGRESSIVA PROBELLE 100ML;4;20
